netset_ID,release_year,release_date,vessel,net_set,tagging_location,tide,beaufort_scale,water_temp_c,secchi_cm,salinity_ppt,conductivity_uScm,DO_percent,DO_mgl,net_length_fathoms,net_num_panels,number_rods,set_start_time,set_end_time,retrieve_start_time,retrieve_end_time,lat_set_start,lon_set_start,lat_set_end,lon_set_end,lat_ret_start,lon_ret_start,lat_ret_end,lon_ret_end,num_seal,num_sealion,seals_raiding,sealions_raiding,gear_type
2413,1954,1954-10-04,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2414,1954,1954-10-05,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2415,1954,1954-10-06,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2416,1954,1954-10-08,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2417,1954,1954-10-11,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2418,1954,1954-10-12,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2419,1954,1954-10-13,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2420,1954,1954-10-18,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2421,1954,1954-10-19,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2422,1954,1954-10-20,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2423,1954,1954-10-21,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2424,1954,1954-10-25,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2425,1954,1954-10-26,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2426,1954,1954-10-27,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2427,1954,1954-10-28,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2428,1954,1954-11-03,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2429,1954,1954-11-05,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2430,1954,1954-11-12,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2431,1954,1954-11-16,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2432,1954,1954-11-17,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2433,1954,1954-11-19,Striper,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2434,1955,1955-01-21,Striper,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2435,1967,1967-09-25,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2436,1967,1967-09-26,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2437,1967,1967-09-27,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2438,1967,1967-09-28,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2439,1967,1967-10-02,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2440,1967,1967-10-04,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2441,1967,1967-10-05,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2442,1967,1967-10-06,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2443,1967,1967-10-09,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2444,1967,1967-10-10,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2445,1967,1967-10-11,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2446,1967,1967-10-12,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2447,1967,1967-10-13,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2448,1967,1967-10-18,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2449,1967,1967-10-21,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2450,1967,1967-10-23,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2451,1967,1967-10-24,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2452,1967,1967-10-25,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2453,1967,1967-10-26,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2454,1967,1967-10-27,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2455,1967,1967-11-02,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2456,1967,1967-11-06,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2457,1967,1967-11-07,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1956,1968,1968-09-16,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:55:00,NA,09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1958,1968,1968-09-17,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,07:40:00,NA,08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1959,1968,1968-09-17,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,08:40:00,NA,09:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1960,1968,1968-09-17,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,10:50:00,NA,11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1961,1968,1968-09-18,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:00:00,NA,08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1962,1968,1968-09-18,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:15:00,NA,10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1963,1968,1968-09-18,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:40:00,NA,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1964,1968,1968-09-23,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:55:00,NA,08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1965,1968,1968-09-23,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:50:00,NA,09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1966,1968,1968-09-23,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:50:00,NA,10:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1967,1968,1968-09-23,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:50:00,NA,11:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1968,1968,1968-09-24,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:15:00,NA,08:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1969,1968,1968-09-24,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:25:00,NA,09:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1970,1968,1968-09-24,Striper II,3,Suisun Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:20:00,NA,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1971,1968,1968-09-24,Striper II,4,Suisun Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:20:00,NA,13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1972,1968,1968-09-25,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:40:00,NA,09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1973,1968,1968-09-25,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:00:00,NA,10:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1974,1968,1968-09-25,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:10:00,NA,12:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1975,1968,1968-09-25,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:20:00,NA,13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1976,1968,1968-09-26,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:30:00,NA,08:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1977,1968,1968-09-26,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:20:00,NA,09:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1978,1968,1968-09-26,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:25:00,NA,10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1979,1968,1968-09-27,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:30:00,NA,09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1980,1968,1968-09-27,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:25:00,NA,10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1981,1968,1968-09-27,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:25:00,NA,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1982,1968,1968-09-27,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:35:00,NA,12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1983,1968,1968-09-27,Striper II,5,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:55:00,NA,13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1984,1968,1968-09-30,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:50:00,NA,08:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1985,1968,1968-09-30,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:05:00,NA,10:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1986,1968,1968-09-30,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:15:00,NA,11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1987,1968,1968-09-30,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:20:00,NA,12:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1988,1968,1968-09-30,Striper II,5,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:20:00,NA,13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1989,1968,1968-10-01,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:40:00,NA,09:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1990,1968,1968-10-01,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:55:00,NA,11:07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1991,1968,1968-10-01,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:25:00,NA,12:23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1992,1968,1968-10-01,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:35:00,NA,13:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1993,1968,1968-10-02,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:00:00,NA,08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1994,1968,1968-10-02,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:53:00,NA,09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1995,1968,1968-10-02,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:03:00,NA,11:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1996,1968,1968-10-07,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:50:00,NA,08:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1997,1968,1968-10-07,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:50:00,NA,09:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1998,1968,1968-10-07,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:45:00,NA,10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
1999,1968,1968-10-07,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:05:00,NA,12:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2000,1968,1968-10-07,Striper II,5,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:20:00,NA,13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2001,1968,1968-10-07,Striper II,6,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,13:25:00,NA,14:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2002,1968,1968-10-08,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:54:00,NA,08:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2003,1968,1968-10-08,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:05:00,NA,09:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2004,1968,1968-10-08,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:00:00,NA,10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2005,1968,1968-10-08,Striper II,4,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:00:00,NA,11:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2006,1968,1968-10-08,Striper II,5,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,12:05:00,NA,13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2007,1968,1968-10-09,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,08:00:00,NA,09:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2008,1968,1968-10-09,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:40:00,NA,11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2009,1968,1968-10-09,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,11:20:00,NA,12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2010,1968,1968-10-10,Striper II,1,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,07:55:00,NA,08:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2011,1968,1968-10-10,Striper II,2,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,09:10:00,NA,10:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
2012,1968,1968-10-10,Striper II,3,San Pablo Bay,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,10:15:00,NA,11:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel_net
