SampleID,Taxa,Length,Count,Notes_catch,Source,Station,Date,Datetime,Survey,Depth,Method,Tide,Sal_surf,Temp_surf,TurbidityNTU,TurbidityFNU,Secchi,Tow_duration,Tow_area,Tow_volume,geometry,Stratum,Date_parsed,Year,Month_num,Month_label,WY,WY_adj,Length_int,Lifestage
20mm 10057,Spirinchus thaleichthys,17,1,NA,20mm,703,2005-04-13,2005-04-13 07:09:00,3,2.4384,20mm net,Flood,0.11000700087856739,14.399999618530273,NA,NA,45,NA,NA,1098.483499311,"c(605518.188204412, 4211891.11897815)",Confluence,2005-04-13,2005,4,Apr,2005,2005,17,Juvenile
20mm 10058,Spirinchus thaleichthys,13,1,NA,20mm,704,2005-04-13,2005-04-13 07:25:00,3,11.5824,20mm net,High Slack,0.11145243892087789,14.199999809265137,NA,NA,50,NA,NA,1087.872874422,"c(606113.262515775, 4213893.36057175)",Confluence,2005-04-13,2005,4,Apr,2005,2005,13,Larvae
20mm 10059,Spirinchus thaleichthys,7,1,NA,20mm,704,2005-04-13,2005-04-13 07:50:00,3,11.5824,20mm net,High Slack,0.11145243892087789,14.199999809265137,NA,NA,50,NA,NA,1150.837981788,"c(606113.262515775, 4213893.36057175)",Confluence,2005-04-13,2005,4,Apr,2005,2005,7,Larvae
20mm 10059,Spirinchus thaleichthys,17,1,NA,20mm,704,2005-04-13,2005-04-13 07:50:00,3,11.5824,20mm net,High Slack,0.11145243892087789,14.199999809265137,NA,NA,50,NA,NA,1150.837981788,"c(606113.262515775, 4213893.36057175)",Confluence,2005-04-13,2005,4,Apr,2005,2005,17,Juvenile
20mm 10064,Spirinchus thaleichthys,12,2,NA,20mm,801,2005-04-13,2005-04-13 09:25:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1142.410613049,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,12,Larvae
20mm 10064,Spirinchus thaleichthys,14,1,NA,20mm,801,2005-04-13,2005-04-13 09:25:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1142.410613049,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,14,Larvae
20mm 10064,Spirinchus thaleichthys,24,1,NA,20mm,801,2005-04-13,2005-04-13 09:25:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1142.410613049,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,24,Juvenile
20mm 10066,Spirinchus thaleichthys,10,1,NA,20mm,801,2005-04-13,2005-04-13 09:52:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1122.7176425760001,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,10,Larvae
20mm 10066,Spirinchus thaleichthys,12,1,NA,20mm,801,2005-04-13,2005-04-13 09:52:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1122.7176425760001,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,12,Larvae
20mm 10066,Spirinchus thaleichthys,13,2,NA,20mm,801,2005-04-13,2005-04-13 09:52:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1122.7176425760001,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,13,Larvae
20mm 10066,Spirinchus thaleichthys,16,1,NA,20mm,801,2005-04-13,2005-04-13 09:52:00,3,7.315200000000001,20mm net,Ebb,0.11482676052338775,14.5,NA,NA,60,NA,NA,1122.7176425760001,"c(601435.134042764, 4211293.68316271)",Confluence,2005-04-13,2005,4,Apr,2005,2005,16,Juvenile
20mm 10070,Spirinchus thaleichthys,7,1,NA,20mm,405,2005-04-14,2005-04-14 13:07:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,965.916185883,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,7,Larvae
20mm 10070,Spirinchus thaleichthys,17,1,NA,20mm,405,2005-04-14,2005-04-14 13:07:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,965.916185883,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,17,Juvenile
20mm 10070,Spirinchus thaleichthys,19,1,NA,20mm,405,2005-04-14,2005-04-14 13:07:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,965.916185883,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,19,Juvenile
20mm 10070,Spirinchus thaleichthys,21,1,NA,20mm,405,2005-04-14,2005-04-14 13:07:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,965.916185883,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,21,Juvenile
20mm 10070,Spirinchus thaleichthys,23,1,NA,20mm,405,2005-04-14,2005-04-14 13:07:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,965.916185883,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,23,Juvenile
20mm 10070,Spirinchus thaleichthys,32,1,NA,20mm,405,2005-04-14,2005-04-14 13:07:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,965.916185883,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,32,Juvenile
20mm 10071,Spirinchus thaleichthys,13,1,NA,20mm,405,2005-04-14,2005-04-14 13:20:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1057.612944183,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,13,Larvae
20mm 10071,Spirinchus thaleichthys,16,1,NA,20mm,405,2005-04-14,2005-04-14 13:20:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1057.612944183,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,16,Juvenile
20mm 10071,Spirinchus thaleichthys,18,1,NA,20mm,405,2005-04-14,2005-04-14 13:20:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1057.612944183,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,18,Juvenile
20mm 10071,Spirinchus thaleichthys,21,1,NA,20mm,405,2005-04-14,2005-04-14 13:20:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1057.612944183,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,21,Juvenile
20mm 10071,Spirinchus thaleichthys,23,1,NA,20mm,405,2005-04-14,2005-04-14 13:20:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1057.612944183,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,23,Juvenile
20mm 10072,Spirinchus thaleichthys,14,1,NA,20mm,405,2005-04-14,2005-04-14 13:33:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1095.033954594,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,14,Larvae
20mm 10072,Spirinchus thaleichthys,16,1,NA,20mm,405,2005-04-14,2005-04-14 13:33:00,3,4.8768,20mm net,Ebb,0.27015057693541633,14.800000190734863,NA,NA,15,NA,NA,1095.033954594,"c(574875.556783951, 4210587.44974504)",San Pablo Bay and Carquinez Strait,2005-04-14,2005,4,Apr,2005,2005,16,Juvenile
20mm 10073,Spirinchus thaleichthys,8,1,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,8,Larvae
20mm 10073,Spirinchus thaleichthys,10,1,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,10,Larvae
20mm 10073,Spirinchus thaleichthys,11,2,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,11,Larvae
20mm 10073,Spirinchus thaleichthys,12,1,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,12,Larvae
20mm 10073,Spirinchus thaleichthys,16,1,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,16,Juvenile
20mm 10073,Spirinchus thaleichthys,17,4,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,17,Juvenile
20mm 10073,Spirinchus thaleichthys,18,5,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,18,Juvenile
20mm 10073,Spirinchus thaleichthys,19,7,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,19,Juvenile
20mm 10073,Spirinchus thaleichthys,21,3,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,21,Juvenile
20mm 10073,Spirinchus thaleichthys,22,2,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,22,Juvenile
20mm 10073,Spirinchus thaleichthys,23,1,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,23,Juvenile
20mm 10073,Spirinchus thaleichthys,24,2,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,24,Juvenile
20mm 10073,Spirinchus thaleichthys,25,2,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,25,Juvenile
20mm 10073,Spirinchus thaleichthys,26,2,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,26,Juvenile
20mm 10073,Spirinchus thaleichthys,27,1,NA,20mm,411,2005-04-14,2005-04-14 12:19:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1104.159965301,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,27,Juvenile
20mm 10074,Spirinchus thaleichthys,9,1,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,9,Larvae
20mm 10074,Spirinchus thaleichthys,11,4,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,11,Larvae
20mm 10074,Spirinchus thaleichthys,12,2,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,12,Larvae
20mm 10074,Spirinchus thaleichthys,13,1,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,13,Larvae
20mm 10074,Spirinchus thaleichthys,15,3,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,15,Larvae
20mm 10074,Spirinchus thaleichthys,16,5,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,16,Juvenile
20mm 10074,Spirinchus thaleichthys,17,4,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,17,Juvenile
20mm 10074,Spirinchus thaleichthys,18,5,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,18,Juvenile
20mm 10074,Spirinchus thaleichthys,19,4,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,19,Juvenile
20mm 10074,Spirinchus thaleichthys,20,4,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,20,Juvenile
20mm 10074,Spirinchus thaleichthys,21,3,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,21,Juvenile
20mm 10074,Spirinchus thaleichthys,24,1,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,24,Juvenile
20mm 10074,Spirinchus thaleichthys,25,1,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,25,Juvenile
20mm 10074,Spirinchus thaleichthys,27,2,NA,20mm,411,2005-04-14,2005-04-14 12:32:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1112.107017687,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,27,Juvenile
20mm 10075,Spirinchus thaleichthys,7,2.36,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,7,Larvae
20mm 10075,Spirinchus thaleichthys,8,1.18,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,8,Larvae
20mm 10075,Spirinchus thaleichthys,9,1.18,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,9,Larvae
20mm 10075,Spirinchus thaleichthys,11,2.36,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,11,Larvae
20mm 10075,Spirinchus thaleichthys,12,4.72,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,12,Larvae
20mm 10075,Spirinchus thaleichthys,13,5.9,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,13,Larvae
20mm 10075,Spirinchus thaleichthys,14,1.18,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,14,Larvae
20mm 10075,Spirinchus thaleichthys,15,3.54,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,15,Larvae
20mm 10075,Spirinchus thaleichthys,16,4.72,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,16,Juvenile
20mm 10075,Spirinchus thaleichthys,17,4.72,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,17,Juvenile
20mm 10075,Spirinchus thaleichthys,18,3.54,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,18,Juvenile
20mm 10075,Spirinchus thaleichthys,19,3.54,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,19,Juvenile
20mm 10075,Spirinchus thaleichthys,20,3.54,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,20,Juvenile
20mm 10075,Spirinchus thaleichthys,21,2.36,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,21,Juvenile
20mm 10075,Spirinchus thaleichthys,22,1.18,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,22,Juvenile
20mm 10075,Spirinchus thaleichthys,23,4.72,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,23,Juvenile
20mm 10075,Spirinchus thaleichthys,27,3.54,NA,20mm,411,2005-04-14,2005-04-14 12:45:00,3,9.144,20mm net,Ebb,0.13221783110746704,15,NA,NA,30,NA,NA,1100.448429846,"c(581023.920517897, 4211789.77450991)",Suisun and Honker Bays,2005-04-14,2005,4,Apr,2005,2005,27,Juvenile
